"00TKCA60M5C","TKC_A60_M5C"
"1BX_ID680K5F3","ID680 風冷 15KW"
"1BX_ID680K5F3","ID680 風冷 15KW"
"1BX_ID680K8F3","ID680 風冷 18.5KW"
"1BX_ID680K8F3","ID680 風冷 18.5KW"
"1BX_ID680K8F3","ID680 風冷 18.5KW"
"1BX_ID680K8F3","ID680 風冷 18.5KW"
"1BX_ID680K8F3","ID680 風冷 18.5KW"
"1BX_KJ50_ALL","主機"
"1BX_LCV_070F_CHI","Q7 BOX"
"1BX_LCV_070F_CHI","Q7 BOX"
"1BX_LCV_070F_CHI","Q7 BOX"
"1BX_LCV_070F_CHI","Q7 BOX"
"1BX_LCV_070F_CHI","Q7 BOX"
"1BX_LCV_070F_CHI","Q7 BOX"
"1BX_LCV_070F_CHI","Q7 BOX"
"1BX_LCV_070F_FL","Q7 BOX"
"1BX_LCV_070F_GD","GD Q7 BOX"
"1BX_LCV_080T_CC","8"" CC 液晶  BOX"
"1BX_LCV_080T_CC","8"" CC 液晶  BOX"
"1BX_LCV_080T_CC","8"" CC 液晶  BOX"
"1BX_LCV_080T_ON","8"" ON液晶  BOX"
"1BX_LCV_080T_ON","8"" ON液晶  BOX"
"1BX_LCV_080T_ON","8"" ON液晶  BOX"
"1BX_LCV_080T_ON","8"" ON液晶  BOX"
"1BX_LCV_080T_ON","8"" ON液晶  BOX"
"1BX_LCV_084T_ON","8.4"" ON BOX"
"1BX_LCV_084T_ON","8.4"" ON BOX"
"1BX_LCV_090T_ON","V9液晶BOX"
"1BX_LCV07C_NA","7.4"" NAYA COLOR 自調"
"1BX_LCV085T_AUO","V8 BOX"
"1BX_LCV085T_AUO","V8 BOX"
"1BX_LCV10T_SH52R","10.4"" SHARP DG52R TFT BOX"
"1BX_LCV10T_SH52R_HT","10.4"" SHARP DG52R TFT BOX"
"1BX_LCV10T_SH52R_HT","10.4"" SHARP DG52R TFT BOX"
"1BX_LCV12T_CHI","12.1 TFT MMI USE"
"1BX_LCV12T_CHI","12.1 TFT MMI USE"
"1BX_LCV81_C07","7.4"" NAYA COLOR 手調"
"1BX_LCV81_C07C","7.4"" NAYA COLOR 自調"
"1BX_LED_121T_CHI","12.1"" 奇美 LED TFT BOX ㄇ型 MMI USE"
"1BX_LED_121T_CHI","12.1"" 奇美 LED TFT BOX ㄇ型 MMI USE"
"1BX_LED_121T_CHI","12.1"" 奇美 LED TFT BOX ㄇ型 MMI USE"
"1BX_LED_121T_CHI","12.1"" 奇美 LED TFT BOX ㄇ型 MMI USE"
"1BX_LED_121T_CHI","12.1"" 奇美 LED TFT BOX ㄇ型 MMI USE"
"1BX_PILOT1H_1N_ALL","SYSTEM PILOT1H+INET"
"1BX_PILOT3_ALL_1","PILOT3"
"1BX_PILOT3A_1N_ALL","SYSTEM PILOT3A  NO LOGO+NET"
"1BX_PILOT3A_1N_ALL","SYSTEM PILOT3A  NO LOGO+NET"
"1BX_PILOT3A_1N_ALL","SYSTEM PILOT3A  NO LOGO+NET"
"1BX_PILOT3A_1N_ALL","SYSTEM PILOT3A  NO LOGO+NET"
"1BX_PILOT3A_1NX5_ALL","P4 ,F4 正負10V++NET"
"1BX_PILOT3A_1NX5_ALL","P4 ,F4 正負10V++NET"
"1BX_PILOT3A_1NX6_ALL","P3F3,±10V;P4F4,±10V +NET"
"1BX_PILOT3A_1NX6_ALL","P3F3,±10V;P4F4,±10V +NET"
"1BX_PILOT3A_1NX6_ALL","P3F3,±10V;P4F4,±10V +NET"
"1BX_PILOT3A_1NX6_ALL","P3F3,±10V;P4F4,±10V +NET"
"1BX_PILOT3A_N_X5_ALL","P4 ,F4 正負10V++NET 海天上蓋"
"1BX_PILOT3A_N_X5_ALL","P4 ,F4 正負10V++NET 海天上蓋"
"1BX_PILOT3A_N_X6_ALL","P3F3,±10V;P4F4,±10V +NET海天上蓋"
"1BX_PILOT3A_N_X6_ALL","P3F3,±10V;P4F4,±10V +NET海天上蓋"
"1BX_PILOT3A_N_X6_ALL","P3F3,±10V;P4F4,±10V +NET海天上蓋"
"1BX_PILOT3A_N_X6_ALL","P3F3,±10V;P4F4,±10V +NET海天上蓋"
"1BX_PILOT3A_OL_1N_ALL"," PILOT3A  NO LOGO+NET 付程式"
"1BX_PILOT3A_OL_1N_ALL"," PILOT3A  NO LOGO+NET 付程式"
"1BX_PILOT3H_1N","PILOT3  NO LOGO 高速溫度+INET"
"1BX_PILOT3H_1N","PILOT3  NO LOGO 高速溫度+INET"
"1BX_PILOT3H_1N","PILOT3  NO LOGO 高速溫度+INET"
"1BX_PILOT3H_1N","PILOT3  NO LOGO 高速溫度+INET"
"1BX_PILOT3H_1N","PILOT3  NO LOGO 高速溫度+INET"
"1BX_PILOT3H_1N","PILOT3  NO LOGO 高速溫度+INET"
"1BX_PILOT3H_1NV2_ALL","PILOT3H  NO LOGO V2"
"1BX_PILOT3H_1NV2_ALL","PILOT3H  NO LOGO V2"
"1BX_PILOT3H_HTN_ALL","PILOT3H NET 海天上蓋"
"1BX_PILOT3H_HTN_ALL","PILOT3H NET 海天上蓋"
"1BX_PILOT3H_HTN_ALL","PILOT3H NET 海天上蓋"
"1BX_PILOT3H_HTN_ALL","PILOT3H NET 海天上蓋"
"1BX_PILOT3H_V1_1N_ALL","PILOT3H  P3F3電壓源"
"1BX_PILOT5530_HT","SYSTEM PILOT5530 HT USE"
"1BX_PILOT5530_HT","SYSTEM PILOT5530 HT USE"
"1BX_PILOT5530_HT","SYSTEM PILOT5530 HT USE"
"1BX_PILOT5530_HT","SYSTEM PILOT5530 HT USE"
"1BX_PILOT5530_HT","SYSTEM PILOT5530 HT USE"
"1BX_PILOT5530_HT","SYSTEM PILOT5530 HT USE"
"1BX_PILOT5530_HT","SYSTEM PILOT5530 HT USE"
"1BX_PILOT5530_V3_HT","DA5、DA6為 ±10V，其餘為 0 ~ 10V"
"1BX_PILOT5530_V3_HT","DA5、DA6為 ±10V，其餘為 0 ~ 10V"
"1BX_PILOT5530_V3_HT","DA5、DA6為 ±10V，其餘為 0 ~ 10V"
"1BX_PILOT5530_V3_HT","DA5、DA6為 ±10V，其餘為 0 ~ 10V"
"1BX_PILOT5530_V4_HT","DA7、DA8為 ±10V，其餘為 0 ~ 10V"
"1BX_PILOT5530_V4_HT","DA7、DA8為 ±10V，其餘為 0 ~ 10V"
"1BX_PILOT5530_V4_HT","DA7、DA8為 ±10V，其餘為 0 ~ 10V"
"1BX_PILOT5530_V8_HT","DA5,DA6,DA7,DA8為 ±10V，其餘為 0 ~ 10V"
"1BX_PILOT5530_V8_HT","DA5,DA6,DA7,DA8為 ±10V，其餘為 0 ~ 10V"
"1BX_PILOT5530_V8_HT","DA5,DA6,DA7,DA8為 ±10V，其餘為 0 ~ 10V"
"1BX_PILOT5530_V8_HT","DA5,DA6,DA7,DA8為 ±10V，其餘為 0 ~ 10V"
"1BX_PILOT5530_V8_HT","DA5,DA6,DA7,DA8為 ±10V，其餘為 0 ~ 10V"
"1BX_PILOT5530_V8_HT","DA5,DA6,DA7,DA8為 ±10V，其餘為 0 ~ 10V"
"1BX_PILOT5530_V8_HT","DA5,DA6,DA7,DA8為 ±10V，其餘為 0 ~ 10V"
"1BX_PILOT5531_CY","SYSTEM PILOT5531 CY USE"
"1BX_PILOT5531_CY","SYSTEM PILOT5531 CY USE"
"1BX_PILOT5531_HT","SYSTEM PILOT5531 HT USE"
"1BX_PILOT5531_HT","SYSTEM PILOT5531 HT USE"
"1BX_PILOT5531_V4_HT","SYSTEM PILOT5531 HT USE"
"1BX_PILOT5531_V4_HT","SYSTEM PILOT5531 HT USE"
"1BX_PILOT5531_V4_HT","SYSTEM PILOT5531 HT USE"
"1BX_PILOT5531_V4_HT","SYSTEM PILOT5531 HT USE"
"1BX_PILOT5531_V4_HT","SYSTEM PILOT5531 HT USE"
"1BX_PILOT5580_HT","SYSTEM PILOT5580 HT USE"
"1BX_RGM50_TM","璧厚控制器"
"1BX_RGM50_V2","主機+-10V 輸出"
"1BX_RGM50A_V2","主機+-10V 輸出"
"1BX_SA63E_24_ALL","A63主機38V 改 24V"
"1BX_SA63E_24_ALL","A63主機38V 改 24V"
"1BX_SA63E_O_ALL","A63 主機 8P"
"1BX_SA63EV_ALL","主機，壓力流量改為0-10V"
"1BX_SMC2812NC_M1","N2C（海天）"
"1BX_SMC2812NC_M1","N2C（海天）"
"1BX_SMC2812NC_M1","N2C（海天）"
"1BX_SMC335H_1","SMC335_EC 擠出機"
"1BX_SMC335H_1","SMC335_EC 擠出機"
"1BX_SMC335H_1","SMC335_EC 擠出機"
"1BX_SPV","SYSTEM SPVA"
"1BX_SPV","SYSTEM SPVA"
"1BX_SPV","SYSTEM SPVA"
"1BX_SWITCHGEAR","3E開關櫃"
"1BX_SWITCHGEAR","3E開關櫃"
"1BX_SWITCHGEAR","3E開關櫃"
"1BX_SWITCHGEAR","3E開關櫃"
"1BX_SWITCHGEAR","3E開關櫃"
"1BX_SWITCHGEAR","3E開關櫃"
"1BX_SWITCHGEAR","3E開關櫃"
"1BX_SWITCHGEAR","3E開關櫃"
"1BX_SWITCHGEAR","3E開關櫃"
"1BX_SWITCHGEAR","3E開關櫃"
"1BX_SWITCHGEAR","3E開關櫃"
"1BX_SWITCHGEAR","3E開關櫃"
"1BX_SWITCHGEAR","3E開關櫃"
"1BX_SWITCHGEAR","3E開關櫃"
"1BX_SWITCHGEAR","3E開關櫃"
"1BX_SWITCHGEAR","3E開關櫃"
"1BX_SWITCHGEAR","3E開關櫃"
"1BX_SWITCHGEAR","3E開關櫃"
"1BX_SWITCHGEAR","3E開關櫃"
"1BX_TECH1H_ALL_1","SYSTEM TECH1H"
"1BX_TECH1H_ALL_1","SYSTEM TECH1H"
"1BX_TECH1H_ALL_1","SYSTEM TECH1H"
"1BX_TECH1H_ALL_1","SYSTEM TECH1H"
"1BX_TECH1H_ALL_1","SYSTEM TECH1H"
"1BX_TECH1H_ALL_1","SYSTEM TECH1H"
"1BX_TECH1H_ALL_OL","SYSTEM TECH1H"
"1BX_TECH1H_ALL_OL","SYSTEM TECH1H"
"1BX_TECH1H_ALL_OL","SYSTEM TECH1H"
"1BX_TECH1S","TECH1S"
"1BX_TECH2H_1","SYSTEM TECH2H NO LOGO"
"1BX_TECH2H_ALL","SYSTEM TECH2H HT LOGO"
"1BX_TECH2H_ALL","SYSTEM TECH2H HT LOGO"
"1BX_TECH2H_ALL","SYSTEM TECH2H HT LOGO"
"1BX_TECH2H_ALL","SYSTEM TECH2H HT LOGO"
"1BX_TECH2H_ALL","SYSTEM TECH2H HT LOGO"
"1BX_TECH2H_ALL","SYSTEM TECH2H HT LOGO"
"1BX_TECH2H_ALL_1","SYSTEM TECH2H NO LOGO"
"1BX_TECH2H_ALL_1","SYSTEM TECH2H NO LOGO"
"1BX_TECH2H_ALL_1","SYSTEM TECH2H NO LOGO"
"1BX_TECH2H_ALL_1","SYSTEM TECH2H NO LOGO"
"1BX_TECH2H_ALL_1","SYSTEM TECH2H NO LOGO"
"1BX_TECH2H_ALL_1","SYSTEM TECH2H NO LOGO"
"1BX_TECH2H_ALL_1","SYSTEM TECH2H NO LOGO"
"1BX_TECH2H_ALL_1","SYSTEM TECH2H NO LOGO"
"1BX_TECH2H_ALL_1_TM","SYSTEM TECH2H NO LOGO（主機帶標準程式）"
"1BX_TECH2H_ALL_EA","SYSTEM TECH2H EA"
"1BX_TECH2H_ALL_EA","SYSTEM TECH2H EA"
"1BX_TECH2H_ALL_EA","SYSTEM TECH2H EA"
"1BX_TECH2H_ALL_EA","SYSTEM TECH2H EA"
"1BX_TECH2H_ALL_EA","SYSTEM TECH2H EA"
"1BX_TECH2H_ALL_OL","SYSTEM TECH2H NO LOGO"
"1BX_TECH2H_ALL_OL","SYSTEM TECH2H NO LOGO"
"1BX_TECH2H_ALL_OL","SYSTEM TECH2H NO LOGO"
"1BX_TECH2H_ALL_TJ","SYSTEM TECH2H TJ  LOGO"
"1BX_TECH2H_V2_ALL","SYSTEM TECH2H V2"
"1BX_TECH2H_V2_ALL","SYSTEM TECH2H V2"
"1BX_TECH2H_V2_ALL","SYSTEM TECH2H V2"
"1BX_TECH2H_V2_ALL","SYSTEM TECH2H V2"
"1BX_TECH2H_V2_ALL","SYSTEM TECH2H V2"
"1BX_TECH2H_V2_ALL","SYSTEM TECH2H V2"
"1BX_TECH2H_X1_ALL_1","TECH2H P2F2 +_10V"
"1BX_TECH2H_X5_ALL","HT  TECH2H P4.F4 +-10V"
"1BX_TECH2H_X5_ALL","HT  TECH2H P4.F4 +-10V"
"1BX_TECH2H_X5_ALL","HT  TECH2H P4.F4 +-10V"
"1BX_TECH2H_X5_ALL","HT  TECH2H P4.F4 +-10V"
"1BX_TECH2H_X5_ALL_1","SYSTEM TECH2H P4.F4 +-10V"
"1BX_TECH2H_X5_ALL_1","SYSTEM TECH2H P4.F4 +-10V"
"1BX_TECH2H_X5_ALL_1","SYSTEM TECH2H P4.F4 +-10V"
"1BX_TECH530","SMC55M28M3+ RGM5530M1配置"
"1BX_TECH530","SMC55M28M3+ RGM5530M1配置"
"1BX_TECH530","SMC55M28M3+ RGM5530M1配置"
"1BX_TECH530","SMC55M28M3+ RGM5530M1配置"
"1BX_TECH530","SMC55M28M3+ RGM5530M1配置"
"1BX_TECH530","SMC55M28M3+ RGM5530M1配置"
"1BX_TECH530_V3Z1","DA5.DA6正負10V輸出"
"1BX_TECH530_V3Z1","DA5.DA6正負10V輸出"
"1BX_TECH530_V4Z1","DA7、DA8增加正負10V"
"1BX_TECH530_V4Z1","DA7、DA8增加正負10V"
"1BX_TECH530_Z1","TECH530主機 DA1通道改為正負10V"
"1BX_TECH530_Z1","TECH530主機 DA1通道改為正負10V"
"1BX_TECH530_Z1","TECH530主機 DA1通道改為正負10V"
"1BX_TECH530_Z1","TECH530主機 DA1通道改為正負10V"
"1BX_TECH530_Z1","TECH530主機 DA1通道改為正負10V"
"1BX_TECH580_TM","TECH580"
"1BX_TECH580_TM","TECH580"
"1BX_TECH580_TM(T1)","TECH580主機"
"1BX_TECH580_TM(T1)","TECH580主機"
"1BX_TECH580_V6_TM","TECH580 11.12通道+-10V"
"1BX_TECH580_V6Z1_TM","TECH580"
"1BX_TECH580_V9Z1_TM","TECH580主機，55部分DA7 &DA9 &DA11為±10V，28部分DA1為±10V"
"1BX_TECHHYBH_ALL_1","TECHHYBH_ALL"
"1BX_TECHHYBH_ALL_1","TECHHYBH_ALL"
"1BX_TECHHYBH_ALL_1","TECHHYBH_ALL"
"1BX_TECHHYBH_ALL_1","TECHHYBH_ALL"
"1BX_TECHHYBH_ALL_1","TECHHYBH_ALL"
"1BX_TECHHYBH_ALL_1","TECHHYBH_ALL"
"1BX_TECHHYBH_ALL_1","TECHHYBH_ALL"
"1BX_TECHHYBH_ALL_1","TECHHYBH_ALL"
"1BX_VTINJ_ALL","VTINJ"
"1DKX_DK5","H(Ⅱ)-11/15/18.5/22KW電控箱配件"
"1DKX_HI0","H-18.5/22/30KW電控箱配件"
"1DKX_HI0","H-18.5/22/30KW電控箱配件"
"1DKX_HK1_PB","H-11W電控箱配件"
"1DKX_HK1_PB","H-11W電控箱配件"
"1DKX_HK1_PB","H-11W電控箱配件"
"1DKX_HK1_PB","H-11W電控箱配件"
"1DS_LED_121L_CHI","G121S1-L02"
"1DS_LED_M6CM_NY","M6C LCCHDTF98Y1CS"
"1HP2_PA3FB_S15_TC032_RLB","U1005F20.2_S+GR47_32"
"1HP2_PA6FA_FMT_EC050_UUB","U1010F18.2_K+EIPC3_50"
"1HP3_H33FA_FMT_PH100100_UUF","HS2533182R-F+T7DDS_100100"
"1HP3_KK3BA_A15_TC032_LLB","KC103B18.3_S+GR47_32"
"1HP3_KK3BA_A15_TC032_LLB","KC103B18.3_S+GR47_32"
"1HP3_KK3BA_A15_TC032_LRB","KC103B18.3_S+GR47_32"
"1HP3_KK3BA_A15_TC032_UUB","KC103B18.3_S+GR47_32"
"1HP3_KK3BA_A15_TC040_LLB","KC103B18.3_S+GR47_40"
"1HP3_KK3BA_A15_TC040_LRB","KC103B18.3_S+GR47_40"
"1HP3_KK3BA_A15_TC040_LRB","KC103B18.3_S+GR47_40"
"1HP3_KK3BA_A15_TC040_LRB","KC103B18.3_S+GR47_40"
"1HP3_KK3BA_A15_TC040_RUB","KC103B18.3_S+GR47_40"
"1HP3_KK3BA_A15_TC040_RUB","KC103B18.3_S+GR47_40"
"1HP3_KK3BA_A15_TC040_RUB_1","KC103B18.3_S+GR47_40"
"1HP3_KK3BB_S15_EC032_UUB_00","KC103B20.3_S+EIPC3_32"
"1HP3_KK5BA_B15_TC050_RUB_1","KC105B18.3_S+GR47_50"
"1HP3_KK5BA_S15_TC050_RUB","KC105B18.3_S+GR47_50"
"1HP3_KK5BB_FMT_EC050_UUB","KC105C_K+EIPC3_50"
"1HP3_KK5BB_FMT_EC050_UUB","KC105C_K+EIPC3_50"
"1HP3_KK5BB_FMT_EC050_UUB","KC105C_K+EIPC3_50"
"1HP3_KK5BB_S15_EC040_RUB","KC105B20.3_S+EIPC3_40"
"1HP3_KK5BB_S15_EC040_RUB","KC105B20.3_S+EIPC3_40"
"1HP3_KK5BB_S15_TC040_ULB","KC105B20.3_S+GR47_40"
"1HP3_KK5BB_S15_TC050_LUB","KC105C_S+GR47_50"
"1HP3_KK7BA_A14_TC063_LDB","KC107B18.3_S+GR55_63"
"1HP3_KK7BA_A14_TC063_LRB","KC107B18.3_S+GR55_63"
"1HP3_KK7BA_A14_TC063_RUB","KC107B18.3_S+GR55_63"
"1HP3_KK7BA_A14_TC063_RUB_1","KC107B18.3_S+GR55_63"
"1HP3_KK7BA_A14_TC063_UUB","KC107B18.3_S+GR55_63"
"1HP3_KK7BA_A14_TC075_UUB","KC107B18.3_S+GR55_75"
"1HP3_KK7BA_A14_TC075_UUB","KC107B18.3_S+GR55_75"
"1HP3_KK7BA_FMT_EC063_UUB","KC107S_K+EIPC3_63"
"1HP3_PA1FB_S13_EC016_RRB","U1004F20.3_S+EIPS2_16"
"1HP3_PA1FB_S13_EC025_LUB","U1004F20.3_S+EIPS2_25"
"1HP3_PA1FB_S13_EC025_LUF","U1004F20.3_S+EIPS2_25"
"1HP3_PA2FB_FMT_EC016_UUB","U1005F20.3_K+EIPS2_16"
"1HP3_PA2FB_FMT_EC016_UUB","U1005F20.3_K+EIPS2_16"
"1HP3_PA2FB_FMT_EC032_RUB","U1005F20.3_K+EIPC3_32"
"1HP3_PA2FB_FMT_EC032_RUB","U1005F20.3_K+EIPC3_32"
"1HP3_PA2FB_FMT_EC032_RUB","U1005F20.3_K+EIPC3_32"
"1HP3_PA2FB_FMT_EC032_RUB","U1005F20.3_K+EIPC3_32"
"1HP3_PA2FB_FMT_EC032_UUB","U1005F20.3_K+EIPC3_32"
"1HP3_PA2FB_FMT_EC050_UDB","U1005F20.3_K+EIPC3_50"
"1HP3_PA2FB_H13_EC016_ULB","U1005F20.3_K+EIPS2_16"
"1HP3_PA2FB_H13_EC016_ULB","U1005F20.3_K+EIPS2_16"
"1HP3_PA2FB_MMT_EC025_UUB","U1005F20.3_K+EIPS2_25"
"1HP3_PA2FB_S13_EC025_RLB","U1005F20.3_S+EIPS2_25"
"1HP3_PA2FE_FMT_EC032_LDB","U1005F15.3_K+EIPC3_32"
"1HP3_PA2FE_FMT_EC032_LDB","U1005F15.3_K+EIPC3_32"
"1HP3_PA3FB_S15_EC032_RUF","U1005F20.3_S+EIPC3_32"
"1HP3_PA3FB_S15_EC032_UUB","U1005F20.3_S+EIPC3_32"
"1HP3_PA3FE_S15_EC032_RUB","U1005F15.3_S+EIPC3_32"
"1HP3_PA4FB_FMT_EC032_RUB","U1007F20.3_K+EIPC3_32"
"1HP3_PA4FB_FMT_EC032_UUB","U1007F20.3_K+EIPC3_32"
"1HP3_PA4FB_FMT_EC032_UUB","U1007F20.3_K+EIPC3_32"
"1HP3_PA4FB_FMT_EC040_LDB","U1007F20.3_K+EIPC3_40"
"1HP3_PA4FB_FMT_EC040_RUB","U1007F20.3_K+EIPC3_40"
"1HP3_PA4FB_FMT_EC040_RUB","U1007F20.3_K+EIPC3_40"
"1HP3_PA4FB_FMT_EC050_RUB","U1007F20.3_K+EIPC3_50"
"1HP3_PA4FB_FMT_EC050_RUB","U1007F20.3_K+EIPC3_50"
"1HP3_PA4FB_FMT_EC050_UUB","U1007F20.3_K+EIPC3_50"
"1HP3_PA4FB_FMT_EC080_UUB","U1007F20.3_K+EIPC5_80"
"1HP3_PA4FB_FMT_EC080_UUB","U1007F20.3_K+EIPC5_80"
"1HP3_PA4FB_FMT_SH040_LLB","U1007F20.3_K+QT52_40"
"1HP3_PA4FB_FMT_SH040_URF","U1007F20.3_K+QT52_40"
"1HP3_PA4FB_FMT_SH050_LRB","U1007F20.3_K+QT52_50"
"1HP3_PA4FB_FMT_SH050_LRB","U1007F20.3_K+QT52_50"
"1HP3_PA4FB_FMT_SH050_RLB","U1007F20.3_K+QT52_50"
"1HP3_PA4FB_FMT_SH050_RLB","U1007F20.3_K+QT52_50"
"1HP3_PA4FB_FMT_SH050_RLB","U1007F20.3_K+QT52_50"
"1HP3_PA4FB_MMT_EC032_ULB","U1007F20.3_K+EIPC3_32螺絲加長"
"1HP3_PA4FB_MMT_EC032_UUB","U1007F20.3_K+EIPC3_32"
"1HP3_PA4FB_MMT_EC032_UUB","U1007F20.3_K+EIPC3_32"
"1HP3_PA4FB_MMT_EC032_UUB","U1007F20.3_K+EIPC3_32"
"1HP3_PA4FB_S15_EC040_RUB","U1007F20.3_S+EIPC3_40"
"1HP3_PA4FB_S15_EC04022_RUB","U1007F20.3_S+EIPC3_4022"
"1HP3_PA4FB_S15_EC050_RUB","U1007F20.3_S+EIPC3_50"
"1HP3_PA4FB_S15_TC050_UUB","U1007F20.3_S+GR47_50"
"1HP3_PA4FB_TMT_EC040_UUB","U1007F20.3_K+EIPC3_40"
"1HP3_PA4FE_FMT_EC040_RUB","U1007F15.3_K+EIPC3_40"
"1HP3_PA4FE_FMT_EC040_RUB","U1007F15.3_K+EIPC3_40"
"1HP3_PA5FB_FMT_EC050_RUB","U1008F20.3_K+EIPC3_50"
"1HP3_PA5FE_FMT_EC040_UUB","U1008F15.3_K+EIPC3_40"
"1HP3_PA5FE_FMT_EC050_UUB","U1008F15.3_K+EIPC3_50"
"1HP3_PA6FA_FMT_EC050_UUB","U1010F18.3_K+EIPC3_50CC"
"1HP3_PA6FA_FMT_EC063_LDB","U1010F18.3_K+EIPC3_63"
"1HP3_PA6FA_FMT_EC063_LDB","U1010F18.3_K+EIPC3_63"
"1HP3_PA6FA_FMT_EC063_UUB","U1010F18.3_K+EIPC3_63"
"1HP3_PA6FA_FMT_PH04125_UJB","U1010F18.3_K+T67BBW_41+25CC"
"1HP3_PA6FA_FMT_PH04125_UUB","U1010F18.3_K+T67BBW_41+25CC"
"1HP3_PA6FA_FMT_SH063_RLB","U1010F18.3_K+QT52_63"
"1HP3_PA6FA_FMT_SH063_RUB","U1010F18.3_K+QT52_63"
"1HP3_PA6FA_FMT_SH063_URB","U1010F18.3_K+QT52_63"
"1HP3_PA6FA_FMT_SH063_URB","U1010F18.3_K+QT52_63"
"1HP3_PA6FA_FMT_SH063_URF","U1010F18.3_K+QT52_63"
"1HP3_PA6FA_GMT_EH032_RUB","U1010F18.3_K+EIPH3_32"
"1HP3_PA6FA_MMT_EC040_UUB","U1010F18.3_K+EI40CC"
"1HP3_PA6FA_MMT_EH032_UUB","U1010F18.3_K+EIPH3_32CC"
"1HP3_PA6FA_MMT_EH040_UUB","U1010F18.3_K+EI40CC"
"1HP3_PA6FA_S14_EC064_RUB","U1010F18.3_S+EIPC5_64"
"1HP3_PA6FA_S14_EC080_RDB","P1010F18.3_S+EIPC5_80"
"1HP3_PA6FA_S14_EC080_UUB","P1010F18.3_S+EIPC5_80"
"1HP3_PA6FA_S14_TC063_LUB","U1010F18.3_S+GR55_63"
"1HP3_PA6FA_S14_TC063_RUB","U1010F18.3_S+GR55_63"
"1HP3_PA6FA_S14_TC063_RUB","U1010F18.3_S+GR55_63"
"1HP3_PA6FA_S14_TC063_RUB","U1010F18.3_S+GR55_63"
"1HP3_PA6FA_S15_EC04022_RUB","U1010F18.3_S+EIPC3_4022"
"1HP3_PA6FA_S15_EC04022_RUB","U1010F18.3_S+EIPC3_4022"
"1HP3_PA6FA_S15_EC050_RUB","U1010F18.3_S+EIPC3_50"
"1HP3_PA6FA_S15_EC050_RUB","U1010F18.3_S+EIPC3_50"
"1HP3_PA6FA_S15_EC050_RUB","U1010F18.3_S+EIPC3_50"
"1HP3_PA6FA_S15_EC063_RUB","U1010F18.3_S+EIPC3_63"
"1HP3_PA6FA_S15_EC063_RUB","U1010F18.3_S+EIPC3_63"
"1HP3_PA6FA_S15_EC063_RUF","U1010F18.3_S+EIPC3_63"
"1HP3_PA6FB_S15_EC064_RUB","U1010F20.3_S+EIPC3_64"
"1HP3_PA6FE_S15_EC063_RUB","U1010F15.3_S+EIPC3_63"
"1HP3_PB1FA_FMT_EC063_UUB","U1013F18.3_K+EIPC3_63"
"1HP3_PB1FA_FMT_EC080_RUB","U1013F18.3_K+EIPC5_80"
"1HP3_PB1FA_FMT_EC080_RUB","U1013F18.3_K+EIPC5_80"
"1HP3_PB1FA_FMT_EC080_UUB","U1013F18.3_K+EIPC5_80"
"1HP3_PB1FA_FMT_EC100_RUB","U1013F.18.3_K+EIPC5_100"
"1HP3_PB1FA_FMT_EC100_RUB","U1013F.18.3_K+EIPC5_100"
"1HP3_PB1FA_FMT_EC100_UUB","U1013F.18.3_K+EIPC5_100"
"1HP3_PB1FA_FMT_PH04132_UJB","U1013F18.3_K+T67BBW_41+32CC"
"1HP3_PB1FA_FMT_PH05535_UUB","U1013F18.3_K+T7DBS_55+35CC"
"1HP3_PB1FA_FMT_SH100_ULB","U1013F18.3_K+QT62_100"
"1HP3_PB1FA_S14_EC064_UUB","U1013F18.3_S+EIPC5_64"
"1HP3_PB1FA_S14_EC06432_UUB","U1013F18.3_S+EIPC5_6432"
"1HP3_PB1FA_S15_EC063_UUB","U1013F18.3_S+EIPC3_63"
"1HP3_PB1FA_S15_EC063_UUB","U1013F18.3_S+EIPC3_63"
"1HP3_PB1FA_S15_EC063_UUB","U1013F18.3_S+EIPC3_63"
"1HP3_PB1FB_S14_EC06432_UUB","U1013F20.3_S+EIPC5_6432"
"1HP3_PB1FB_S14_EC06432_UUB","U1013F20.3_S+EIPC5_6432"
"1HP3_PB1FB_S14_TC090_UUB","U1013F20.3_S+GR55_90"
"1HP3_PB1FB_S14_TC090_UUB","U1013F20.3_S+GR55_90"
"1HP3_PB1FE_S14_EC080_RUB","U1013F15.3_S+EIPC5_80"
"1HP3_PB1FE_S14_TC090_UUB","U1013F15.3_S+GR55_90"
"1HP3_PB2FA_FMT_EC080_UUB","U1315F18.3_K+EIPC5_80"
"1HP3_PB2FA_FMT_SH100_UUB","U1315F18.3_K+QT62_100"
"1HP3_PB2FA_S14_EC080_UUB","U1315F18.3_S+EIPC5_80"
"1HP3_PB2FE_S14_EC100_RUF","U1315F15.3R_S+EIPC5_100"
"1HP3_PB2FE_S14_EC100_RUF","U1315F15.3R_S+EIPC5_100"
"1HP3_PB2FE_S14_EC100_RUF_2","U1315F15.3R_S+EIPC5_100"
"1HP3_PB3FA_FMT_EC125_ULB","U1320F18.3_K+QT62_125"
"1HP3_PB3FA_FMT_EC125_ULB","U1320F18.3_K+QT62_125"
"1HP3_PB3FA_FMT_EC125_UUB","U1320F18.3_K+EIPC6_125"
"1HP3_PB3FA_FMT_SH125_ULB","U1320F18.3_K+QT62_125"
"1HP3_PB4FA_FMT_SH10063_ULB","U1330F18.3_K+QT62_100+63CC"
